Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
26.1,61.7,5.3,8.6,19.5,9.1,1.07,15.4,381,-2.0989788107205247,-0.42659328995537726,3
23.9,62.9,8.9,17.3,17.4,4.5,0.93,13.6,494,-2.066891612332487,0.23165825968497447,3
24.6,62.7,13.5,17.9,29.4,7.9,1.51,6.2,510,0.3088524943506017,-0.304081489663347,2
25.4,80.0,3.5,11.4,24.1,8.9,1.03,13.7,373,-1.4112084036976404,-0.7033367301743563,3
25.5,63.8,2.2,4.3,24.9,4.7,1.1,13.4,459,-1.8809530753392751,-0.9406660206320084,3
27.8,42.1,1.5,5.3,13.5,3.8,1.09,10.8,527,-2.339248556220543,-0.6919865755311269,3
28.2,61.2,1.2,10.9,22.7,7.1,1.86,8.6,501,-0.2076618723297799,-1.25424336673532,2
30.4,51.1,1.2,8.0,17.1,4.7,1.0,11.6,576,-1.7902421040403953,-0.8520379335777424,3
24.0,43.4,5.4,9.5,15.8,1.7,0.98,11.0,441,-2.721670203134916,-0.04432020704798291,3
28.2,62.7,0.1,7.5,17.4,4.7,0.87,12.0,528,-1.985551926611991,-0.8904398222193598,3
31.2,62.3,0.9,8.7,20.4,15.0,1.49,8.6,599,0.2195475099326676,-1.6386994221517055,2
33.2,57.3,6.3,20.3,31.2,5.8,1.69,8.2,316,0.14651157361246578,-0.5400392982657737,2
43.4,78.1,37.0,52.3,44.6,16.0,2.03,2.5,799,5.781642438329966,0.6986466700990426,1
36.0,89.8,33.0,47.9,26.0,-0.1,1.74,4.3,490,2.263514475006162,1.7314723233724836,0
33.1,57.8,17.2,33.0,28.3,9.2,1.38,5.2,642,1.4402729795040063,0.21278777370836957,2
34.4,94.5,25.5,48.8,26.3,9.9,1.47,9.3,457,1.9505464660662262,1.3161674143856763,0
23.1,39.7,23.4,27.8,20.4,9.6,1.06,10.5,314,-1.4640607232597596,1.6085106706770458,3
23.7,52.4,0.3,4.5,18.7,6.3,1.04,10.7,313,-2.485563084754048,-0.7189512205574178,3
35.8,80.0,37.1,44.5,38.0,14.8,2.03,3.5,538,4.1302556623049345,1.0591316435628608,1
32.0,89.4,3.6,17.4,21.8,15.8,1.34,5.4,325,0.8209661588858174,-1.2124213573235598,2
23.8,79.3,9.2,10.6,22.5,5.5,1.05,12.3,544,-1.219406739560331,-0.4658691085628932,3
27.0,73.6,0.9,3.1,13.9,4.4,1.2,10.2,488,-1.6765727266566728,-1.1461837851753527,3
35.3,70.3,27.3,31.9,27.4,11.1,1.75,9.3,635,1.9550054157524834,0.5781234854978787,0
25.8,68.3,12.6,19.0,13.0,6.6,1.09,11.2,310,-1.7541060826904902,0.5155910492051087,3
22.3,66.1,11.3,15.4,26.8,14.1,1.32,5.5,497,0.3077524235686635,-0.5958127828931852,2
36.7,44.6,2.4,5.8,28.8,18.1,1.63,8.7,502,0.7139007880169808,-1.8409852544712615,2
31.4,81.3,12.3,15.1,31.7,11.9,1.44,5.5,447,1.2736561916934837,-0.9530791298719059,2
22.5,56.1,27.4,33.8,19.0,5.4,0.87,16.6,492,-1.8325693167779653,2.1837557627421216,3
31.3,71.5,20.2,28.6,21.6,4.4,1.02,13.7,306,-1.094130683651684,1.1956257113071296,3
28.3,70.2,47.1,53.9,28.6,11.5,1.59,7.7,604,2.431970335068352,2.842438007580437,0
28.7,69.0,19.1,33.7,19.4,11.0,1.24,9.7,589,0.38794524702808963,0.7523238306486283,2
18.0,43.2,5.4,10.0,16.4,2.2,1.07,14.5,571,-3.059693900176637,0.05843550720952264,3
27.6,51.3,6.0,12.7,32.6,6.4,1.44,5.1,386,-0.13605184847824756,-0.8281520042704076,2
26.6,49.0,8.9,12.6,15.1,0.3,0.79,11.8,337,-2.9355927148311816,0.4311031992293149,3
28.7,55.1,20.5,23.6,17.3,2.6,0.86,11.9,347,-1.8821003212353644,1.315505024780691,3
30.3,58.1,1.8,13.5,29.6,6.5,1.54,8.5,524,-0.03437744222085306,-1.1862066897925743,2
20.6,88.6,47.9,57.9,28.9,12.3,1.94,5.4,412,2.6996015312194226,3.0718635962011898,0
23.5,62.3,6.9,13.9,18.3,4.1,0.92,11.4,196,-2.5756260064438794,0.24149071415553475,3
26.6,56.1,1.6,4.6,23.2,4.4,0.87,10.2,322,-2.215431541610834,-0.7597009809381376,3
36.6,93.3,46.6,54.0,29.8,19.6,2.12,4.7,624,4.899904284345953,1.8059342092757698,1
29.2,73.0,26.4,30.5,9.3,4.1,1.14,11.2,350,-1.155874988716416,1.7655197272851038,3
31.9,70.7,20.2,28.7,29.2,9.7,1.39,6.4,689,1.6260087923389601,0.06674012104092471,2
23.1,50.9,6.1,9.2,14.0,8.3,0.87,11.0,287,-2.6772944685069024,-0.02026380521457437,3
20.9,62.3,7.4,11.1,20.6,3.0,0.96,13.1,295,-2.7051171775117364,0.14403794203045603,3
39.8,108.4,30.3,39.3,32.2,21.5,2.03,3.0,572,5.001594709380156,-0.08210022082820334,1
30.6,92.3,14.2,30.6,22.4,14.4,1.6,5.6,574,1.9601822004703728,-0.3520912008206946,2
26.7,77.8,4.8,10.4,20.8,6.4,1.05,15.3,294,-2.0259075876779638,-0.3982757513690799,3
34.7,87.7,44.8,46.0,35.8,11.9,2.11,4.5,473,3.9164263426870725,1.7447327976073135,0
34.8,70.4,28.9,46.6,35.7,14.4,1.61,4.1,805,3.710720764527546,0.698665048150952,1
31.8,67.6,9.8,15.1,29.2,2.1,1.64,6.7,454,0.26156681555793215,-0.6567050872702102,2
23.6,72.6,1.1,4.7,14.0,4.0,1.12,13.0,300,-2.6671151869753555,-0.6214331856385394,3
29.1,58.0,8.9,13.8,14.6,5.1,0.97,11.3,582,-1.5362182181055617,-0.15796748678666972,3
21.4,65.3,9.9,12.7,25.5,2.5,1.01,11.7,295,-2.1274407455135633,0.16439854780793975,3
29.2,54.0,4.7,17.1,37.9,18.2,1.75,7.4,543,1.5239786576307468,-1.4473134174176439,2
29.9,69.7,4.0,13.5,25.5,10.5,1.52,11.8,668,0.19418956304870863,-1.235021648057445,2
25.1,43.3,23.0,28.6,24.2,3.9,1.01,16.0,392,-1.9793420997648536,1.7493875713586478,3
23.2,44.4,4.2,10.9,15.6,8.9,0.86,10.2,289,-2.592950719961539,-0.07815997258991172,3
23.3,71.1,23.0,39.0,29.5,11.6,1.21,15.6,404,-0.2602470031651849,1.5275906740648262,0
35.0,92.4,7.4,29.0,25.0,17.9,2.16,6.8,718,3.142605647250085,-1.3915717705450614,1
31.3,75.9,2.7,9.3,29.5,10.7,1.17,5.1,697,0.9602597753265729,-1.8341935648917698,2
31.5,67.6,33.4,46.2,22.8,0.7,2.07,5.4,446,1.5298624918555674,2.0450353503578658,0
35.7,99.9,20.2,33.8,37.7,18.5,2.08,7.1,599,3.969730013212292,-0.6383726891048107,1
37.3,68.2,4.3,20.8,40.3,20.0,2.01,5.4,681,3.377571460426642,-2.0799224218291683,1
21.9,68.0,32.0,37.2,25.5,1.8,1.14,12.3,211,-1.2422420480324108,2.5489904538310726,3
24.9,47.4,26.1,32.3,11.3,9.8,0.89,17.5,266,-2.5230104103068594,2.371897046037077,3
33.2,59.6,11.5,15.6,23.6,6.4,1.25,5.6,463,0.025548432626960473,-0.43492909633478527,2
25.1,81.3,11.9,21.9,33.8,8.1,1.48,13.9,625,0.329585019632518,-0.3676129913143184,2
27.6,62.5,8.7,16.0,18.4,3.7,1.02,10.4,235,-1.9715238194320983,0.22485402841647698,3
26.8,50.9,17.8,25.3,21.3,3.2,0.98,11.5,346,-1.7004740702682777,1.16760754766531,3
37.5,95.7,6.1,28.0,32.9,20.7,1.73,8.9,802,3.402329307118296,-1.7385061101444412,1
26.7,77.3,27.1,33.3,24.1,2.5,1.12,10.3,501,-0.1611154793609808,1.4962116853230882,0
23.9,79.8,35.5,48.2,25.8,11.1,1.77,8.8,441,1.5618336975360292,2.177602937324424,0
26.2,85.9,48.1,60.2,19.8,9.0,1.56,7.1,286,1.5647565354920123,3.669499953342101,0
26.9,74.7,2.7,10.7,25.6,4.3,0.99,10.2,271,-1.553847481710232,-0.6560117812490366,3
37.4,77.5,14.6,21.9,28.2,6.5,1.09,5.8,642,1.2505468901693126,-0.5150078253206416,2
26.7,61.6,12.9,21.1,20.3,7.5,0.99,10.7,577,-0.8594468464599054,0.19951199656895682,3
19.6,74.7,1.0,4.6,22.9,4.1,0.94,10.4,388,-2.1463691945718417,-0.8678602161591656,3
27.0,66.2,6.3,9.7,13.4,4.6,1.0,13.3,299,-2.5140202491334733,-0.08814520369601603,3
33.8,68.4,24.4,30.4,25.6,7.7,1.26,5.4,599,1.305148329661284,0.5991737572715332,0
24.7,55.9,18.5,23.2,18.6,2.7,0.94,10.5,365,-1.8171316858598148,1.1529018636807766,3
21.7,76.4,20.8,25.5,20.9,2.8,0.95,10.1,506,-1.044274955716656,1.0359672844563068,3
24.6,77.2,6.5,11.2,24.4,5.4,0.65,11.4,573,-1.3924974436399216,-0.5738934195703245,3
26.5,45.3,9.4,15.0,13.1,0.4,0.99,11.0,224,-2.9864152574521023,0.673576998974961,3
22.1,53.8,6.9,19.6,18.8,5.7,1.65,9.6,457,-1.1158996221396447,-0.047059251040233605,3
28.4,65.8,10.9,22.2,27.5,11.9,1.7,6.1,524,1.0633006457293148,-0.5680186624205787,2
32.6,78.3,4.6,24.6,25.8,21.2,1.97,5.9,540,2.3840432054992964,-1.4276405978622038,1
25.4,75.3,0.7,2.9,23.3,7.3,0.85,17.0,325,-2.541489639345523,-0.8852214809569816,3
23.3,70.8,23.7,36.1,23.5,8.4,1.43,7.6,450,0.3826357060830275,1.2634300144057362,0
26.1,78.1,6.2,11.5,13.0,5.3,0.88,15.8,585,-2.079093493743095,-0.3193097238807947,3
32.2,81.3,3.9,15.4,46.5,20.9,2.03,3.1,705,3.8766733486831018,-2.594844776787429,1
32.0,62.5,0.1,5.1,20.2,4.6,0.89,10.2,201,-2.132348566185398,-0.8457957139164732,3
31.2,77.6,12.1,15.2,26.6,4.5,0.91,10.3,410,-0.6992309663366203,-0.20968681692129418,3
22.6,72.0,40.4,46.2,14.6,4.5,1.04,14.8,270,-1.3533742209737345,3.5598809218856005,0
17.5,45.0,21.2,25.9,14.3,5.3,0.78,12.1,492,-2.4638429139340206,1.6951180144992535,3
47.1,104.3,0.7,3.4,34.4,5.9,2.34,3.3,844,3.8647504601562965,-3.4479127921230077,1
23.7,73.0,16.4,21.4,21.7,9.5,1.66,6.0,386,0.2452068808297559,0.13076974469849328,2
23.5,60.8,10.3,14.3,12.8,1.7,0.98,10.6,208,-2.788413457794888,0.5975591009564128,3
47.3,64.8,2.5,21.8,41.0,17.3,1.95,2.6,779,4.220404536750594,-2.4964859735471414,1
34.0,83.2,19.3,39.1,45.1,21.0,2.28,9.9,496,3.835281355793446,-0.3357881280245699,1
22.9,63.8,2.9,9.4,16.7,0.4,0.98,10.7,593,-2.1387934543127907,-0.5276298410721396,3
38.4,66.6,15.2,36.5,39.2,14.5,1.86,4.2,497,3.149969344380664,-0.3919998513525577,1
28.8,64.9,16.7,27.9,11.7,5.6,0.85,10.9,562,-1.172698271588148,0.9236384070722975,3
35.0,76.4,20.3,28.2,19.9,11.2,1.68,6.6,430,1.3068709538574763,0.2669962665324263,2
31.4,73.5,3.8,11.4,30.4,2.5,1.69,8.8,618,0.3918897312862476,-1.3745871756708397,2
17.4,43.7,10.8,17.5,25.0,1.5,0.83,10.2,515,-2.319591019669271,0.531928332993496,3
25.5,60.7,9.2,17.3,22.8,6.3,1.05,10.2,421,-1.2742968460925999,-0.01358070204092959,3
25.5,59.6,5.6,12.0,11.6,7.6,1.01,12.4,582,-1.8835259150886237,-0.336355109896775,3
39.8,84.9,33.8,51.8,29.2,15.9,1.92,7.6,559,3.707278955171663,1.3235361944520485,1
35.0,71.5,10.2,18.8,28.7,11.4,1.46,5.4,443,1.1927959305699949,-0.8481678000248285,2
27.7,72.3,40.7,52.1,16.5,6.3,0.98,10.1,338,-0.06943153905248878,3.369923064204836,0
23.2,74.7,2.6,14.7,21.1,1.6,1.3,5.5,449,-0.8978520515255333,-0.688848662744566,3
22.1,49.1,11.2,13.8,25.3,6.8,0.72,12.5,448,-2.1242069677815523,0.24958124155192182,3
19.6,59.7,10.2,18.3,23.2,0.9,1.03,10.7,238,-2.420823189921335,0.637135812302394,3
29.7,63.0,25.6,27.1,16.0,5.1,1.06,11.6,471,-0.8986644115121507,1.3960893675285762,3
26.3,79.9,3.0,8.1,14.6,9.1,1.02,11.4,347,-1.685828530683369,-0.7543053390319996,3
27.1,56.4,52.6,60.5,26.8,7.7,1.33,11.9,428,0.9032722354427378,4.191945172247265,0
29.0,88.6,13.2,33.7,36.1,13.1,2.32,4.4,706,3.512364172615553,-0.8641121546076609,1
28.2,87.5,2.8,10.6,27.0,8.3,1.77,5.0,538,1.01241574043291,-1.6967598477772086,2
41.0,60.0,46.3,58.9,38.9,19.7,1.45,7.2,418,3.7079483619127527,2.5483139576891314,0
34.3,48.9,18.1,27.7,29.2,5.4,1.65,5.6,304,0.5409205294677084,0.5047416310451301,2
32.3,87.5,1.1,5.4,23.1,8.7,1.52,8.3,343,-0.05815468444887631,-1.6381866386188626,2
27.3,79.7,3.5,7.7,27.5,5.4,1.05,11.3,285,-1.3543702973582863,-0.8623208816731777,3
22.9,62.2,18.8,26.5,29.4,4.7,1.23,8.0,536,-0.15561305134292608,0.6385846399445215,2
22.3,68.9,9.3,14.7,17.2,3.5,0.97,10.8,373,-2.072060710126613,0.18725794690506475,3
21.1,60.1,1.8,11.2,22.0,2.3,1.04,15.1,478,-2.5901666456024532,-0.3323730845369104,3
32.2,77.3,6.3,18.6,17.3,13.3,1.6,8.4,454,0.46588258401145877,-0.8423640760119437,2
24.5,59.8,5.2,11.3,25.9,7.5,1.15,17.2,205,-2.466128238432192,-0.1046539052483491,3
25.8,77.8,3.3,9.3,19.5,6.3,1.27,13.3,343,-1.6630057681760138,-0.6754664825730947,3
21.3,70.4,11.7,16.8,25.4,0.4,0.84,10.9,486,-1.7407124621884367,0.27093996152163724,3
30.8,69.0,8.1,21.3,17.8,8.0,1.37,5.6,635,0.43198978861131915,-0.5856467050763943,2
20.4,59.3,0.4,4.2,23.4,4.3,1.0,11.3,219,-2.7713097068340224,-0.6029379879974646,3
19.5,48.2,1.0,7.4,18.7,6.8,0.92,10.7,305,-2.846442103135463,-0.3728356560112347,3
29.5,41.5,4.7,8.7,21.5,1.8,1.09,10.3,210,-2.4607460239000454,-0.16458563981382499,3
25.2,43.9,0.4,4.9,12.3,4.8,1.08,12.7,471,-2.820037747000827,-0.5945971770263339,3
24.9,70.5,0.2,5.9,12.5,6.9,1.07,11.9,240,-2.5371767113651678,-0.6502694119481788,3
28.9,65.5,1.2,4.7,24.0,3.7,1.02,10.6,534,-1.3687021061999372,-1.198650791735789,3
21.9,71.2,5.1,10.4,17.1,3.8,0.95,10.4,208,-2.5237017239641504,-0.08152077867965751,3
22.6,47.3,1.8,9.0,22.5,5.0,1.17,11.2,433,-2.115317171526662,-0.5601423437755816,3
35.2,51.3,0.5,16.0,36.2,11.6,1.59,5.3,694,1.5913265659738383,-1.830809941308685,2
35.9,70.8,30.1,48.9,35.1,10.2,1.86,4.0,671,3.521567919928201,1.0405864952492607,1
24.2,62.7,4.5,8.5,22.3,0.3,0.99,10.3,555,-1.8339998668096622,-0.5813345306082793,3
35.0,57.4,0.7,5.1,25.3,16.0,1.42,5.3,441,0.553933587783416,-1.9017868041889978,2
24.0,42.5,9.9,14.9,25.9,3.9,0.91,10.6,310,-2.19177046587595,0.3370851239820176,3
43.5,89.6,20.9,46.8,41.5,14.2,2.31,5.0,594,4.88971277818966,-0.24498754890491792,1
21.7,75.0,10.3,15.5,13.4,4.5,1.15,13.3,285,-2.351845099981621,0.4145756338762065,3
17.6,77.1,20.0,24.3,22.6,5.2,0.99,12.2,487,-1.3142773765044087,1.0152013647494484,3
30.9,49.5,0.3,5.5,20.1,3.5,0.93,11.0,237,-2.500113162255448,-0.6502708138085064,3
25.1,56.1,4.2,10.2,21.7,8.7,0.98,14.3,266,-2.376812888208695,-0.2573273104120219,3
23.5,54.8,2.3,9.1,15.4,5.7,1.06,11.8,325,-2.5883260919083164,-0.32115025189478397,3
30.0,61.7,0.1,15.6,19.2,8.0,1.83,5.3,529,0.29373452252179916,-1.2686864146601893,2
33.8,68.0,41.8,47.8,34.5,9.3,1.37,5.9,652,2.7078219682562463,2.0488324921227883,0
31.0,46.3,12.4,31.1,30.1,19.2,1.31,8.0,484,1.0226798390270284,-0.021255876078760932,2
33.4,76.3,3.2,7.9,23.7,3.8,1.89,8.2,388,0.03955260621873804,-1.3642057388539253,2
32.9,102.4,26.6,41.3,26.6,15.7,1.86,5.4,394,2.96766574738676,0.6544830651852427,1
31.0,53.4,5.7,13.7,36.4,9.1,1.51,8.4,671,0.780970476026917,-1.2987313901297335,2
35.4,85.1,18.4,25.0,25.3,6.5,1.56,5.3,425,1.3470310235115532,-0.04627417421809477,2
26.9,72.5,17.1,37.3,26.9,5.2,1.52,5.4,479,0.8789439109250039,0.7020424473303074,2
23.0,43.6,1.7,7.5,24.5,5.9,0.88,10.5,317,-2.4831461901412792,-0.4740728233950958,3
40.5,87.4,11.0,17.9,19.4,15.2,1.44,9.4,476,1.2537683987336632,-0.9511518448274858,2
26.8,47.4,8.7,14.2,14.3,3.6,1.08,10.9,344,-2.3344348342941514,0.2816912891232281,3
33.8,92.2,18.0,41.1,25.2,15.7,2.11,3.7,407,3.054292191735019,0.09110978144543472,1
29.4,64.6,13.7,29.0,27.6,13.0,1.83,5.0,722,2.0445273786382834,-0.4709640468786656,2
21.7,42.4,13.3,17.0,17.8,7.4,1.09,11.0,239,-2.385442123309869,0.784164097036926,3
24.4,54.0,2.2,5.3,27.9,5.3,1.05,10.6,431,-1.7245283813784895,-0.9060295392624789,3
27.6,84.1,0.8,12.4,26.5,13.1,1.55,7.4,668,1.0026936776398374,-1.8158488963069468,2
30.4,67.5,16.5,21.0,43.4,15.4,1.97,9.6,502,2.120543424652255,-0.7268637119658727,1
27.7,62.9,17.5,24.0,22.5,18.1,1.56,6.0,495,1.1307391770065922,-0.06904755510709723,2
23.3,48.1,32.0,35.7,23.1,1.1,0.93,10.6,321,-1.5306507132712293,2.596980440381036,3
21.1,54.2,49.3,59.1,30.7,9.9,1.5,6.9,660,1.9408059658012584,3.478024767051609,0
25.4,44.4,0.4,7.0,22.9,3.7,1.16,10.3,451,-2.013242658569417,-0.7894849527363706,3
29.5,54.8,6.7,15.1,14.0,6.6,0.78,11.9,315,-2.3111205158519113,0.13719156151282944,3
26.2,51.9,9.4,13.7,22.5,4.9,1.01,10.1,449,-1.5628799439590693,-0.05892394490211824,3
29.4,44.4,11.1,18.8,19.1,6.2,0.99,13.4,304,-2.127160435717915,0.5625062021407887,3
31.9,91.7,5.0,6.8,24.8,16.8,2.05,3.5,828,2.795370264273076,-2.5458407388059787,1
36.9,84.6,8.0,23.5,36.2,20.6,2.29,5.9,745,3.997443680045662,-1.9760966633015071,1
24.1,77.2,0.1,9.6,20.9,2.2,0.86,10.7,539,-1.7522307042554617,-0.8887171434629375,3
22.3,40.5,2.6,7.1,23.8,4.4,0.85,13.1,549,-2.5621017275103832,-0.4883837504315891,3
31.2,60.4,2.5,5.5,22.1,15.1,2.06,3.6,732,1.6180826699997533,-2.206810381397144,2
28.3,82.6,18.2,25.7,29.0,6.7,1.49,6.1,563,1.1888455067682313,-0.004691556691205556,2
25.7,65.8,8.5,15.1,18.6,5.0,0.93,10.1,393,-1.6780948634246275,-0.010733915997485525,3
28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448,-0.9172968837099746,1.630845617645781,3
30.2,75.6,15.3,18.2,20.7,4.6,0.95,12.3,445,-1.0620112112514792,0.28771677715786936,3
24.5,41.7,24.9,29.5,20.3,5.6,0.99,12.4,285,-1.8949317768969443,1.9574553173017895,3
22.5,54.1,18.2,23.6,20.1,3.3,1.13,12.5,567,-1.4967145283707752,0.9621305002481177,3
25.9,41.0,1.8,0.1,20.4,3.5,1.13,15.2,293,-3.21774625135801,-0.5571559679960404,3
31.6,71.5,11.0,24.3,24.5,17.1,1.57,8.0,560,1.3706284564672302,-0.6411352545339352,2
22.9,48.7,11.4,16.3,21.3,8.7,1.0,14.5,516,-1.895175361316308,0.2799956783058557,3
18.0,68.7,6.0,9.3,21.2,6.5,1.15,15.9,266,-2.744005443584926,-0.046542204842745405,3
23.5,70.8,4.6,13.3,35.7,4.8,1.45,12.5,345,-0.8878255397347502,-0.6774172343174035,3
22.4,62.0,6.5,11.1,24.2,3.4,1.02,10.1,265,-2.1013575914907565,-0.1235476348394707,3
34.0,91.8,12.8,42.5,38.3,4.8,1.76,4.2,633,2.934153965359825,-0.22220895249838712,1
35.9,78.3,2.7,4.1,19.1,10.8,1.41,5.2,620,0.7472782534819311,-1.9717608032251994,2
29.8,49.0,3.1,6.4,22.1,1.8,0.97,11.6,277,-2.473864416971953,-0.440033370959887,3
25.8,62.0,6.4,8.2,24.8,6.1,0.98,12.1,379,-1.7747344988913134,-0.4787662052981559,3
28.7,89.4,3.3,10.7,24.1,-0.1,1.89,12.3,590,-0.22443330874304349,-1.2173465219780224,2
37.8,84.0,14.8,21.3,27.1,19.9,1.8,4.0,688,3.2536568547587907,-1.326493019687256,1
23.0,86.2,9.1,25.3,34.8,12.5,1.99,3.9,559,2.159877478898727,-0.9799554416782585,2
29.2,46.6,1.8,6.6,17.8,7.0,1.04,10.4,579,-1.6005919985754151,-0.9427790731123842,3
25.0,80.5,3.1,7.8,15.7,3.0,1.05,11.3,489,-1.79571860509046,-0.7436942327091298,3
25.6,71.2,9.4,12.1,20.3,3.5,0.88,12.9,516,-1.7634638583929094,-0.14642081102704038,3
23.5,62.3,0.8,10.5,32.4,14.9,1.03,8.1,614,-0.010075594212438598,-1.4996575274644215,2
34.3,78.8,2.4,14.6,34.4,9.2,1.79,4.3,681,2.1075488967638165,-1.9985902694948803,2
21.3,71.3,29.9,35.2,21.9,3.1,1.0,10.8,372,-1.0177477175988718,2.169166448518802,3
28.2,74.4,3.0,9.7,15.6,3.1,1.01,13.2,419,-2.0715649951327793,-0.5356834165949338,3
38.3,78.7,4.5,16.8,35.0,12.9,1.93,7.4,451,2.039808101167845,-1.68588579114621,1
29.8,92.2,15.1,29.7,25.5,5.8,1.75,5.8,657,1.753391137650189,-0.2521979025739371,2
32.4,82.2,11.2,16.0,26.0,4.5,1.45,6.8,601,0.7493683642592613,-0.8040869073914743,2
21.4,57.5,12.9,18.0,20.6,5.7,1.23,18.1,233,-2.7512267756629925,0.8719030714382268,3
33.8,68.6,29.9,42.3,20.9,22.2,2.31,3.8,430,3.3125508633774166,0.8785695024678878,1
32.7,86.0,7.5,17.3,31.0,15.3,1.3,5.8,683,1.9226138900746028,-1.5223065922849934,2
26.3,44.2,16.7,20.4,12.5,4.3,0.95,11.7,397,-2.2852200288050306,1.082749903164227,3
33.8,62.6,10.1,20.0,26.6,11.2,1.78,6.0,322,0.851443975903724,-0.5794902361417479,2
23.6,79.9,5.3,12.4,16.3,5.0,0.99,18.6,528,-2.381971127752783,-0.2161207814900119,3
29.6,54.4,9.0,12.0,14.3,5.1,1.08,11.1,438,-1.795233277722768,-0.07917995854956934,3
30.4,98.7,21.6,29.6,35.1,12.7,2.13,4.0,625,3.4771549323873825,-0.5082635706824836,1
27.2,57.8,3.8,10.9,22.7,6.1,0.9,10.6,481,-1.557801170888392,-0.6136426659587533,3
24.2,51.3,25.2,30.8,24.6,7.0,0.97,12.0,506,-0.9090698643685979,1.5559784971255066,3
20.0,55.0,9.7,17.2,14.7,7.1,1.0,12.8,283,-2.6735130973689993,0.6178462570390559,3
20.1,47.4,1.8,4.3,24.1,5.8,0.89,11.4,551,-2.2950110189442574,-0.7870060084028325,3
29.4,92.3,10.7,18.0,21.7,16.7,1.88,6.2,628,1.9775568829176504,-1.2387702622457157,2
31.2,83.8,43.8,61.7,20.5,9.2,1.65,7.1,621,2.60819922524476,2.9430226919106737,0
40.3,81.9,2.0,17.8,37.5,17.1,2.05,4.3,444,3.0627941978566042,-2.1938784164402008,1
27.8,90.3,11.9,20.6,33.1,10.7,1.37,6.3,533,1.3481935840558141,-0.7780778590429461,2
22.1,75.2,3.2,8.8,14.8,3.6,1.03,15.2,424,-2.646898333513714,-0.34894519401984575,3
29.9,43.6,0.2,5.2,15.8,3.0,1.04,10.0,516,-2.1335474288356884,-0.8657543313330854,3
32.8,56.3,11.8,15.8,13.7,4.7,0.97,11.8,286,-1.9774069097421294,0.3978161775563837,3
28.3,87.1,37.0,48.5,22.9,10.0,1.48,5.4,550,2.119742513122152,2.03228156322175,0
24.1,70.9,10.6,17.7,23.4,4.1,1.47,6.3,475,-0.2900422597585172,-0.25633657582417885,2
25.2,64.0,2.4,6.9,16.6,2.8,1.07,10.3,508,-1.9401187076909494,-0.7419409126290919,3
24.7,70.4,8.1,12.2,17.3,4.2,1.04,11.0,243,-2.1418377657225873,0.04214691860470226,3
24.4,66.9,3.1,11.3,22.3,0.0,1.14,10.6,230,-2.2771688846896962,-0.2543960020121239,3
31.8,68.2,10.7,21.0,25.4,12.2,1.34,3.4,637,1.3943449466988818,-0.8182154243090254,2
40.4,107.6,31.2,56.4,41.8,19.9,2.14,7.4,767,5.7869245431757435,0.43453549724643536,1
28.1,74.6,0.3,4.9,15.0,1.7,1.04,10.3,256,-2.3366624791937642,-0.7700081695398766,3
25.0,58.6,8.4,12.3,15.1,5.1,0.89,16.6,255,-3.1415294909559552,0.42341096407533296,3
33.6,51.9,55.3,62.7,36.2,1.0,2.41,5.6,403,3.010196196669989,3.7878581130783218,0
22.3,69.8,16.5,19.8,23.6,5.7,0.98,12.7,310,-1.681852078395061,0.7533310010654674,3
29.2,93.5,20.8,29.8,30.9,7.3,1.65,3.6,713,2.476004955522027,-0.17599112619462326,1
36.5,86.5,19.9,32.8,33.3,12.4,2.14,4.0,623,3.5533152126377168,-0.46908574482998167,1
34.8,72.7,12.7,20.2,23.4,16.3,1.68,8.2,679,1.7506091270276767,-0.9238409204581377,2
38.6,76.2,26.0,48.7,32.8,3.5,2.12,3.7,612,3.3068098642783377,0.8907847636316208,1
30.9,70.6,23.5,40.2,24.4,12.7,1.34,10.7,393,0.721855551016137,1.2810026019872116,0
16.6,38.7,4.1,8.5,19.8,5.4,0.95,15.6,264,-3.7795139357059724,0.2559362348473844,3
13.4,65.8,4.0,7.0,25.1,0.9,0.74,11.6,322,-3.1737176442802784,-0.10876255998028245,3
24.6,53.5,0.1,4.1,15.0,6.2,1.09,11.8,380,-2.54253737056712,-0.754878691756103,3
26.7,64.4,7.6,14.9,24.0,3.7,1.07,15.0,544,-1.602318303289592,-0.19581350574694031,3
27.6,54.2,9.4,14.9,25.7,2.8,1.05,12.4,525,-1.4605658569578053,-0.08622636863834234,3
26.3,62.2,26.1,32.7,19.9,8.3,1.09,10.3,259,-0.8398712720598364,1.7634162093133543,3
25.7,64.4,13.8,25.0,21.4,14.9,1.54,6.6,324,0.28005142282552176,0.13279349516361721,2
29.6,53.0,14.8,20.6,22.5,5.5,0.99,11.1,509,-1.0435336856708295,0.4046504402105975,3
28.2,80.5,19.1,31.5,25.0,11.1,1.11,5.2,373,0.7436621814159489,0.5661324765867836,2
21.7,69.0,7.3,12.7,21.1,6.2,0.94,10.4,593,-1.349321421547506,-0.4138540864815741,3
30.8,47.1,15.6,20.0,16.0,4.6,1.02,12.2,329,-1.9207113013549868,0.8460325402972955,3
31.6,67.0,10.3,22.0,31.4,1.7,1.3,5.4,513,0.41681511099795027,-0.36465154615640416,2
