,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
1697,26.2,51.9,9.4,13.7,22.5,4.9,1.01,10.1,449
1698,29.4,44.4,11.1,18.8,19.1,6.2,0.99,13.4,304
1699,31.9,91.7,5.0,6.8,24.8,16.8,2.05,3.5,828
1700,36.9,84.6,8.0,23.5,36.2,20.6,2.29,5.9,745
1702,24.1,77.2,0.1,9.6,20.9,2.2,0.86,10.7,539
1703,22.3,40.5,2.6,7.1,23.8,4.4,0.85,13.1,549
1704,31.2,60.4,2.5,5.5,22.1,15.1,2.06,3.6,732
1705,28.3,82.6,18.2,25.7,29.0,6.7,1.49,6.1,563
1707,25.7,65.8,8.5,15.1,18.6,5.0,0.93,10.1,393
1708,28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448
1709,30.2,75.6,15.3,18.2,20.7,4.6,0.95,12.3,445
1710,24.5,41.7,24.9,29.5,20.3,5.6,0.99,12.4,285
1711,22.5,54.1,18.2,23.6,20.1,3.3,1.13,12.5,567
1712,25.9,41.0,1.8,0.1,20.4,3.5,1.13,15.2,293
1713,31.6,71.5,11.0,24.3,24.5,17.1,1.57,8.0,560
1714,22.9,48.7,11.4,16.3,21.3,8.7,1.0,14.5,516
1715,18.0,68.7,6.0,9.3,21.2,6.5,1.15,15.9,266
1716,23.5,70.8,4.6,13.3,35.7,4.8,1.45,12.5,345
1717,22.4,62.0,6.5,11.1,24.2,3.4,1.02,10.1,265
1718,34.0,91.8,12.8,42.5,38.3,4.8,1.76,4.2,633
1719,35.9,78.3,2.7,4.1,19.1,10.8,1.41,5.2,620
1720,29.8,49.0,3.1,6.4,22.1,1.8,0.97,11.6,277
1721,25.8,62.0,6.4,8.2,24.8,6.1,0.98,12.1,379
1722,28.7,89.4,3.3,10.7,24.1,-0.1,1.89,12.3,590
1725,37.8,84.0,14.8,21.3,27.1,19.9,1.8,4.0,688
1726,23.0,86.2,9.1,25.3,34.8,12.5,1.99,3.9,559
1727,29.2,46.6,1.8,6.6,17.8,7.0,1.04,10.4,579
1728,25.0,80.5,3.1,7.8,15.7,3.0,1.05,11.3,489
1729,25.6,71.2,9.4,12.1,20.3,3.5,0.88,12.9,516
1730,23.5,62.3,0.8,10.5,32.4,14.9,1.03,8.1,614
1731,34.3,78.8,2.4,14.6,34.4,9.2,1.79,4.3,681
1732,21.3,71.3,29.9,35.2,21.9,3.1,1.0,10.8,372
1734,28.2,74.4,3.0,9.7,15.6,3.1,1.01,13.2,419
1736,38.3,78.7,4.5,16.8,35.0,12.9,1.93,7.4,451
1738,29.8,92.2,15.1,29.7,25.5,5.8,1.75,5.8,657
1739,32.4,82.2,11.2,16.0,26.0,4.5,1.45,6.8,601
1740,21.4,57.5,12.9,18.0,20.6,5.7,1.23,18.1,233
1741,33.8,68.6,29.9,42.3,20.9,22.2,2.31,3.8,430
1742,32.7,86.0,7.5,17.3,31.0,15.3,1.3,5.8,683
1743,26.3,44.2,16.7,20.4,12.5,4.3,0.95,11.7,397
1744,33.8,62.6,10.1,20.0,26.6,11.2,1.78,6.0,322
1745,23.6,79.9,5.3,12.4,16.3,5.0,0.99,18.6,528
1746,29.6,54.4,9.0,12.0,14.3,5.1,1.08,11.1,438
1747,30.4,98.7,21.6,29.6,35.1,12.7,2.13,4.0,625
1748,27.2,57.8,3.8,10.9,22.7,6.1,0.9,10.6,481
1749,24.2,51.3,25.2,30.8,24.6,7.0,0.97,12.0,506
1750,20.0,55.0,9.7,17.2,14.7,7.1,1.0,12.8,283
1751,20.1,47.4,1.8,4.3,24.1,5.8,0.89,11.4,551
1752,29.4,92.3,10.7,18.0,21.7,16.7,1.88,6.2,628
1753,31.2,83.8,43.8,61.7,20.5,9.2,1.65,7.1,621
1754,40.3,81.9,2.0,17.8,37.5,17.1,2.05,4.3,444
1755,27.8,90.3,11.9,20.6,33.1,10.7,1.37,6.3,533
1756,22.1,75.2,3.2,8.8,14.8,3.6,1.03,15.2,424
1757,29.9,43.6,0.2,5.2,15.8,3.0,1.04,10.0,516
1758,32.8,56.3,11.8,15.8,13.7,4.7,0.97,11.8,286
1759,28.3,87.1,37.0,48.5,22.9,10.0,1.48,5.4,550
1760,24.1,70.9,10.6,17.7,23.4,4.1,1.47,6.3,475
1761,25.2,64.0,2.4,6.9,16.6,2.8,1.07,10.3,508
1762,24.7,70.4,8.1,12.2,17.3,4.2,1.04,11.0,243
1764,24.4,66.9,3.1,11.3,22.3,0.0,1.14,10.6,230
1767,31.8,68.2,10.7,21.0,25.4,12.2,1.34,3.4,637
1769,40.4,107.6,31.2,56.4,41.8,19.9,2.14,7.4,767
1770,28.1,74.6,0.3,4.9,15.0,1.7,1.04,10.3,256
1771,25.0,58.6,8.4,12.3,15.1,5.1,0.89,16.6,255
1772,33.6,51.9,55.3,62.7,36.2,1.0,2.41,5.6,403
1773,22.3,69.8,16.5,19.8,23.6,5.7,0.98,12.7,310
1774,29.2,93.5,20.8,29.8,30.9,7.3,1.65,3.6,713
1775,36.5,86.5,19.9,32.8,33.3,12.4,2.14,4.0,623
1776,34.8,72.7,12.7,20.2,23.4,16.3,1.68,8.2,679
1777,38.6,76.2,26.0,48.7,32.8,3.5,2.12,3.7,612
1778,30.9,70.6,23.5,40.2,24.4,12.7,1.34,10.7,393
1780,16.6,38.7,4.1,8.5,19.8,5.4,0.95,15.6,264
1781,13.4,65.8,4.0,7.0,25.1,0.9,0.74,11.6,322
1782,24.6,53.5,0.1,4.1,15.0,6.2,1.09,11.8,380
1783,26.7,64.4,7.6,14.9,24.0,3.7,1.07,15.0,544
1784,27.6,54.2,9.4,14.9,25.7,2.8,1.05,12.4,525
1785,26.3,62.2,26.1,32.7,19.9,8.3,1.09,10.3,259
1786,25.7,64.4,13.8,25.0,21.4,14.9,1.54,6.6,324
1787,29.6,53.0,14.8,20.6,22.5,5.5,0.99,11.1,509
1788,28.2,80.5,19.1,31.5,25.0,11.1,1.11,5.2,373
1789,21.7,69.0,7.3,12.7,21.1,6.2,0.94,10.4,593
1790,30.8,47.1,15.6,20.0,16.0,4.6,1.02,12.2,329
1791,31.6,67.0,10.3,22.0,31.4,1.7,1.3,5.4,513
1792,42.3,70.8,18.7,35.2,28.1,20.8,2.21,3.9,651
1793,24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245
1794,23.0,59.3,10.6,18.8,26.1,15.3,1.42,10.6,337
1795,30.9,46.6,4.1,13.6,14.3,1.8,0.98,10.4,218
1796,21.2,69.6,10.3,16.7,13.9,10.3,1.01,12.9,509
1797,29.1,79.4,41.6,56.1,31.5,16.8,2.49,6.2,542
1798,35.8,71.8,42.3,53.4,29.8,13.3,2.32,4.0,485
1799,27.3,70.7,0.1,6.3,15.3,6.5,1.11,10.9,454
1800,23.6,70.0,15.2,17.8,22.2,5.5,1.11,11.5,482
1801,24.5,62.2,7.7,12.4,25.2,7.3,1.65,8.8,393
1802,21.6,56.3,29.5,35.8,26.1,2.2,0.98,11.1,298
1803,24.6,54.3,23.1,28.1,29.8,14.9,1.32,6.9,638
1805,20.6,80.6,0.3,5.1,22.0,4.6,1.49,7.6,647
1807,27.1,61.5,24.0,29.4,45.5,14.3,2.19,4.3,806
1808,26.6,92.9,31.8,51.9,35.0,10.2,1.42,6.1,526
1809,30.8,63.9,34.4,43.3,14.0,13.9,1.52,5.1,350
1810,40.0,52.7,1.0,12.1,34.3,5.3,1.25,6.2,355
1811,36.0,70.0,2.1,14.1,37.2,21.4,2.18,5.4,495
1812,22.3,51.0,30.9,40.0,17.5,4.5,1.78,6.2,294
1813,43.6,93.5,7.9,31.4,25.3,9.9,2.09,3.6,522
1814,22.8,61.5,5.1,14.2,22.1,2.5,0.98,10.7,489
1816,30.6,78.3,10.9,27.7,26.3,14.1,2.62,3.5,651
1817,32.4,74.5,16.6,35.0,43.8,11.3,2.2,4.6,374
1818,28.6,73.0,1.2,2.9,15.3,5.3,0.9,12.7,522
1820,32.1,66.3,19.9,28.8,33.3,20.6,1.68,6.5,474
1821,30.4,80.0,16.0,29.5,32.8,2.5,1.66,5.2,459
1823,30.3,67.3,31.6,33.1,23.5,13.2,1.23,5.3,670
1824,31.1,69.9,22.4,25.7,25.7,7.1,1.04,13.7,417
1826,21.4,52.4,0.5,7.4,21.1,5.9,0.94,11.4,200
1827,42.0,86.2,2.0,8.8,33.7,22.3,1.7,7.4,538
1829,31.2,49.7,20.5,30.6,25.2,15.7,1.59,9.0,347
1830,27.4,36.0,8.8,16.7,22.2,2.5,1.04,11.1,407
1831,26.6,56.6,6.9,16.4,25.5,6.4,1.09,5.7,327
1835,27.1,58.3,4.7,17.0,29.4,7.5,1.07,5.0,349
1836,29.5,61.5,7.9,11.0,20.5,7.6,0.87,12.2,378
1837,34.7,75.8,2.7,6.4,33.2,6.3,1.5,7.8,335
1839,22.2,69.8,15.2,21.7,17.5,6.5,1.03,11.2,294
1841,28.7,80.2,15.8,23.3,17.5,7.8,0.87,10.2,512
1842,23.5,44.5,3.6,8.1,23.2,1.6,1.02,10.3,221
1843,27.8,85.9,24.2,35.3,28.1,8.0,1.31,8.5,497
1846,25.6,60.3,21.4,34.0,30.4,3.7,1.37,7.8,315
1847,33.0,90.1,35.3,49.5,31.2,7.4,1.6,6.2,358
1848,20.6,69.0,23.2,27.0,13.6,2.4,0.92,13.1,444
1849,30.3,76.3,9.2,20.7,38.4,17.2,1.61,3.6,726
1850,28.2,73.2,27.8,39.6,23.7,1.3,1.46,5.7,563
1851,34.9,51.8,31.4,40.1,19.6,12.0,1.46,6.0,634
1852,31.0,93.2,28.7,48.3,44.2,11.3,2.29,10.1,592
1853,34.1,73.4,5.5,12.2,20.9,4.6,1.0,10.1,188
1857,25.4,43.2,48.2,55.1,21.1,1.1,0.95,11.0,537
1858,24.7,57.4,2.9,7.9,22.9,2.3,0.92,10.1,361
1859,28.2,66.9,0.3,13.2,26.0,9.6,1.51,5.0,379
1860,27.4,67.7,15.8,19.3,22.7,6.8,0.83,11.6,546
1861,22.6,72.2,20.1,23.5,17.9,2.0,1.13,11.9,581
1862,22.5,80.2,2.5,5.6,12.8,3.1,1.09,12.3,278
1864,29.1,44.2,3.0,12.2,14.6,4.4,0.9,10.6,305
1865,30.5,80.8,11.9,27.8,25.6,16.7,1.87,6.7,716
1866,27.1,81.7,14.9,19.8,19.1,5.5,0.92,11.9,242
1867,29.2,63.7,0.2,11.0,24.3,18.3,1.3,11.8,574
1868,36.1,82.6,28.1,28.1,31.7,12.7,1.52,9.0,601
1869,23.0,75.6,4.9,7.0,12.7,3.8,1.05,10.7,331
1871,25.6,42.7,5.4,8.4,19.3,4.6,0.92,10.3,418
1874,30.3,86.8,16.4,30.2,38.2,22.4,2.39,5.7,479
1875,31.1,70.9,35.2,44.7,26.9,5.8,1.45,7.2,455
1876,21.6,45.0,15.0,17.5,15.1,0.4,1.1,10.3,487
1877,21.8,57.2,12.7,17.4,25.6,3.7,1.25,16.9,450
1878,30.7,65.8,5.5,14.2,25.8,11.0,1.32,5.6,380
1879,31.7,78.8,22.2,33.1,31.5,10.8,1.6,6.2,494
1880,23.5,56.5,24.8,31.9,17.5,6.2,1.01,11.0,329
1882,34.7,85.0,4.1,14.2,29.5,13.2,1.41,5.1,608
1883,25.1,49.3,0.5,6.3,16.7,3.7,0.89,11.7,239
1885,19.6,65.5,33.8,39.8,30.4,11.9,1.47,6.1,629
1886,27.4,58.0,2.9,7.0,25.8,2.3,1.0,10.4,562
1887,24.6,78.7,15.8,24.2,23.2,9.2,0.93,13.7,384
1891,26.3,90.4,14.7,26.7,35.1,4.8,1.94,3.6,543
1893,26.2,63.6,23.7,29.5,16.7,5.4,1.08,10.7,412
1894,31.0,85.8,10.1,24.8,29.4,8.5,1.89,12.1,507
1895,36.3,58.4,4.7,13.2,24.0,8.8,1.46,6.7,629
1896,28.4,42.8,0.6,6.7,24.8,9.1,1.05,10.3,599
1898,24.8,44.9,2.7,12.5,12.7,3.2,0.96,12.2,405
1899,25.0,45.1,12.9,17.6,18.6,6.0,0.95,11.4,605
1900,38.5,87.4,15.6,22.3,37.3,13.7,1.62,7.5,412
1902,28.0,64.0,5.0,10.8,15.5,3.4,0.88,12.4,470
1903,34.0,62.5,20.5,30.6,29.1,9.5,1.8,6.4,346
1904,24.9,38.5,14.3,19.5,22.6,5.5,0.88,10.5,369
1905,44.1,72.8,45.0,59.2,33.9,13.0,2.21,6.9,707
1906,19.9,76.5,16.2,23.2,19.9,8.0,0.88,10.1,330
1907,25.0,61.8,4.4,11.0,26.4,3.4,1.05,11.5,397
1908,35.8,64.1,13.8,27.3,30.5,20.6,1.79,4.7,626
1909,32.4,73.0,2.9,13.8,23.4,7.2,1.76,6.9,315
1912,22.7,73.6,8.2,13.6,21.8,5.2,1.14,12.2,472
1913,28.1,42.5,0.3,5.1,16.1,5.7,0.99,11.6,326
1914,26.8,70.4,4.3,9.3,20.0,5.4,1.16,10.5,591
1915,21.4,46.6,13.6,21.9,13.1,7.2,1.22,10.3,253
1916,35.2,68.3,4.7,16.8,21.6,13.0,1.3,9.6,478
1917,28.2,52.3,3.4,11.8,17.2,7.7,0.84,13.0,243
1918,30.4,93.5,8.5,29.2,36.6,16.3,1.64,6.0,766
1919,36.9,98.2,23.7,42.8,32.2,19.1,2.15,6.5,493
1920,21.9,70.5,2.8,9.8,15.3,4.4,0.83,11.0,326
1921,35.6,87.7,16.8,22.6,24.8,4.0,1.21,11.3,605
1922,30.6,58.5,17.0,31.9,27.1,9.3,1.54,5.4,405
1923,24.8,76.1,0.8,9.4,15.0,1.9,0.86,10.8,458
1924,19.7,73.8,1.4,6.7,20.1,4.3,1.1,14.2,532
1925,32.0,60.1,34.2,50.5,34.5,8.0,1.49,7.8,605
1927,31.9,57.1,4.4,12.0,27.0,7.7,1.23,6.1,395
1928,25.8,54.7,10.2,15.8,14.2,5.0,1.03,10.2,535
1930,25.5,74.9,42.2,46.7,19.0,3.0,0.94,11.9,421
1931,30.4,58.9,0.2,4.5,19.6,5.5,1.06,10.7,355
1932,28.2,56.0,12.8,21.0,23.4,10.6,1.65,5.3,277
1933,29.7,64.0,2.5,4.3,16.8,6.5,0.98,10.3,445
1934,27.1,46.8,26.3,34.7,16.5,6.6,0.92,10.6,428
1935,27.4,57.4,2.5,17.0,35.5,10.3,1.63,6.1,365
1937,28.9,62.5,28.6,39.6,16.2,8.7,0.76,11.2,586
1938,28.0,57.2,2.0,7.0,23.7,7.9,0.92,10.7,419
1939,28.8,67.1,18.2,23.0,22.1,5.9,1.03,15.6,569
1940,27.8,64.2,12.5,17.2,18.8,5.2,1.0,14.1,323
1942,25.5,80.9,24.7,31.1,13.8,7.2,1.01,13.7,522
1943,33.2,109.9,2.8,14.8,26.7,15.2,1.88,9.0,511
1944,24.7,87.2,15.5,25.1,33.3,17.7,2.27,5.1,670
1945,29.8,58.4,27.3,33.4,12.1,8.3,0.9,10.7,410
1946,40.1,70.6,9.2,17.9,29.2,18.0,2.16,4.6,569
1947,29.1,41.6,22.5,25.3,19.6,5.8,0.99,11.2,263
1948,27.8,96.1,4.5,31.9,39.5,0.7,1.99,4.5,614
1949,34.2,78.8,18.1,29.6,24.6,11.3,1.73,6.8,441
1950,25.5,73.0,11.6,16.3,11.2,3.0,1.06,11.4,494
1953,24.6,82.8,5.6,19.8,28.7,19.1,2.02,8.0,710
1955,23.3,52.6,9.4,17.5,21.0,12.1,1.41,10.8,498
1956,21.7,56.3,13.8,25.0,17.5,6.9,1.09,10.5,605
1957,22.2,83.3,11.0,22.4,25.2,14.7,1.35,10.2,528
1959,34.4,54.0,15.7,28.5,28.9,17.2,1.58,8.0,487
1960,41.4,74.4,27.5,38.8,28.9,21.3,2.18,4.2,778
1961,24.0,55.5,4.1,5.7,12.7,4.3,0.89,13.9,545
1962,26.4,54.3,4.2,7.6,23.8,5.8,1.02,11.7,299
1963,25.4,75.7,17.5,29.2,18.7,11.8,1.45,7.0,462
1964,18.7,53.5,28.3,35.6,20.3,4.3,0.94,10.8,530
1965,26.3,58.7,2.6,6.5,23.8,6.4,0.99,11.2,530
1967,23.1,70.5,34.7,39.4,21.6,4.5,0.85,10.8,283
1968,20.9,41.1,1.7,8.4,24.8,4.9,1.08,11.2,590
1969,27.0,84.3,18.2,25.4,15.5,10.9,1.08,5.5,431
1970,28.8,40.1,12.0,17.6,25.9,7.2,1.06,13.3,390
1972,36.4,61.5,35.3,30.1,28.7,6.4,1.1,5.7,312
1974,34.4,68.6,14.6,20.6,28.4,6.4,1.36,7.2,412
1975,38.6,58.3,9.6,29.6,28.4,13.7,2.17,3.5,422
1976,34.8,75.2,8.9,28.9,32.5,16.6,1.8,7.1,517
1977,34.9,83.9,7.0,9.5,31.4,7.8,1.68,5.1,524
1978,25.6,65.8,0.3,5.2,18.7,7.0,0.86,11.0,303
1979,26.0,49.6,38.8,43.0,15.1,6.2,1.15,10.2,469
1980,19.6,38.3,4.0,8.8,21.1,9.1,0.95,10.2,285
1981,18.2,45.5,9.4,17.0,15.5,6.4,0.89,14.1,373
1983,30.1,54.7,5.2,7.2,30.1,18.6,1.65,5.8,520
1984,29.6,54.6,7.7,14.1,18.6,6.7,0.99,11.6,340
1985,30.9,73.9,7.1,19.8,27.7,4.1,1.19,6.1,545
1986,30.9,81.4,14.5,24.8,27.9,15.9,1.59,7.1,392
1987,21.9,56.3,16.4,20.3,23.3,9.4,0.84,10.8,271
1988,21.1,50.6,1.1,14.4,32.2,13.1,1.54,7.4,634
1989,24.0,86.1,44.5,52.2,29.5,15.4,1.49,5.5,689
1991,29.2,83.7,5.8,20.6,25.7,11.9,1.46,5.1,698
1993,22.4,65.2,34.2,38.7,28.2,5.9,1.02,10.7,532
1994,40.8,82.2,2.4,14.3,29.8,10.6,1.04,5.1,481
1995,39.1,82.6,11.4,31.9,27.9,18.5,2.0,4.5,750
1996,34.1,90.5,14.3,17.4,19.6,6.4,1.59,7.0,494
1997,20.1,73.7,9.2,14.6,15.9,3.5,0.93,13.6,512
1998,28.1,82.0,14.5,19.5,27.0,9.3,1.47,8.2,697
1999,39.3,73.0,15.0,35.5,34.2,8.1,2.05,3.7,655
2000,21.9,48.9,6.7,11.1,13.7,7.1,0.93,11.4,549
2001,25.3,79.8,2.3,10.9,33.5,14.1,2.04,4.3,602
2002,25.7,39.5,11.7,16.9,18.6,7.0,1.01,16.5,206
2003,24.5,73.3,7.8,12.5,21.6,4.5,0.94,10.2,322
2004,26.4,76.1,16.6,21.8,20.2,5.7,1.73,5.3,633
2005,26.0,65.5,12.3,16.1,24.8,3.1,0.99,10.9,405
2007,32.6,61.4,37.3,53.1,27.8,11.8,1.65,5.1,529
2008,33.4,80.3,3.1,13.0,23.3,10.1,1.76,7.3,600
2009,24.5,73.2,3.5,7.3,25.3,4.6,1.37,10.7,399
2010,30.2,72.3,13.7,22.2,29.8,10.1,1.74,9.7,555
2011,24.1,47.7,15.6,17.9,17.7,2.9,1.02,12.9,426
2013,24.0,79.3,6.2,13.3,22.0,6.6,0.9,10.5,579
2015,28.7,60.8,20.4,34.7,31.8,9.5,1.4,7.6,667
2016,31.6,54.6,1.0,7.7,18.8,3.2,1.05,11.1,208
2017,47.1,61.2,15.8,34.2,29.7,18.3,1.56,10.4,675
2018,26.9,67.4,4.4,12.5,31.9,11.2,1.69,5.8,311
2019,27.3,79.9,26.9,33.8,16.6,6.0,0.91,10.1,365
2022,27.3,73.2,8.6,11.8,17.2,4.8,1.1,11.4,345
2023,22.2,69.7,19.1,21.7,25.0,9.2,1.15,12.5,595
2025,28.3,59.1,1.5,6.1,23.4,7.0,1.1,10.9,511
2026,28.5,44.0,1.3,3.1,15.1,5.0,0.83,19.2,405
2027,27.7,68.1,30.4,35.6,28.8,5.0,0.86,11.0,485
2028,26.9,66.8,10.5,18.7,30.4,10.5,1.71,10.8,589
2029,24.7,55.3,11.2,15.3,12.5,6.6,0.99,17.5,200
2030,25.1,70.1,9.5,17.4,25.8,4.4,0.83,12.3,596
2031,21.5,61.4,4.2,10.4,22.1,-0.1,0.95,10.9,447
2032,30.1,71.8,6.7,24.3,28.7,12.4,1.34,6.9,571
2033,24.8,84.3,1.0,9.2,24.8,2.7,1.64,9.2,614
2034,34.0,104.3,25.9,44.1,41.7,15.9,2.35,7.1,676
2035,32.7,64.6,12.6,18.9,30.5,9.5,1.65,7.2,505
2036,32.4,62.5,28.9,38.3,31.0,7.0,1.64,5.1,688
2037,28.4,79.6,21.5,37.8,21.6,11.1,1.68,5.6,655
2038,22.5,67.5,4.9,8.1,24.6,3.6,0.97,14.2,471
2039,28.8,44.8,4.2,8.8,12.1,3.9,0.92,14.0,298
2040,30.1,56.7,7.9,25.2,26.4,11.4,1.39,7.0,662
2041,24.2,80.6,3.3,13.0,23.6,14.5,1.22,6.1,367
2042,29.7,82.0,20.8,30.1,26.9,11.6,1.39,7.2,424
2043,34.1,65.4,49.1,56.2,23.1,10.2,1.49,7.9,385
2044,24.0,46.1,0.0,2.2,15.1,6.8,1.13,10.8,465
2045,29.1,93.5,9.8,30.2,29.3,13.4,1.54,5.4,402
2047,25.6,46.0,9.2,14.7,17.1,1.3,0.88,10.2,333
2048,24.7,38.8,16.9,24.5,16.6,3.4,1.06,11.2,485
2050,36.6,90.5,21.9,33.1,30.7,19.9,2.3,7.2,443
2051,24.6,90.1,45.9,52.9,19.0,10.9,1.79,6.7,550
2052,29.6,76.8,33.8,40.2,13.1,3.6,1.16,12.6,326
2053,31.5,66.1,1.5,9.5,23.4,8.2,1.39,6.6,691
2054,22.3,50.9,11.1,18.3,19.5,5.1,1.02,11.6,287
2055,32.9,56.0,6.0,15.9,21.0,12.3,1.78,6.4,434
2056,28.1,83.5,11.8,24.0,28.6,9.0,1.07,9.0,690
2057,25.2,46.0,3.9,8.2,22.8,0.2,1.17,10.4,392
2058,29.5,68.8,1.2,7.0,13.6,6.1,0.98,11.1,368
2059,24.2,89.0,22.8,31.7,34.3,10.9,1.46,5.8,623
2060,26.8,91.8,5.1,10.5,28.3,7.2,1.31,9.6,376
2061,20.2,52.4,11.0,14.6,12.2,4.4,0.95,18.7,418
2062,23.2,39.6,0.8,7.3,21.7,5.8,0.91,10.9,438
2063,25.8,56.2,8.5,16.8,29.4,10.3,1.3,5.0,414
2064,33.3,59.2,9.5,25.1,38.2,19.9,1.69,4.9,450
2066,27.5,62.3,1.1,6.0,14.1,5.6,1.04,10.9,533
2067,26.0,76.0,1.0,4.5,13.1,2.7,1.09,10.2,248
2068,38.2,95.1,15.8,31.3,26.2,11.0,2.43,5.5,616
2069,41.4,82.4,12.6,27.3,41.2,9.1,1.91,4.3,471
2070,22.2,76.9,2.5,5.7,20.6,6.0,0.92,11.3,339
2071,28.2,49.3,40.9,48.4,21.3,8.8,1.64,11.6,617
2072,27.3,48.7,18.1,24.7,12.8,4.6,1.05,10.8,224
2073,22.6,41.7,5.7,12.1,21.5,6.1,0.85,10.3,407
2075,36.0,95.2,7.0,21.6,36.2,13.8,1.75,4.5,564
2076,21.2,59.5,6.5,9.8,22.9,5.0,1.09,10.5,595
2077,25.8,55.8,18.9,26.4,19.9,7.3,1.0,12.0,579
2078,37.1,100.9,3.5,19.9,46.0,18.4,2.08,6.6,473
2079,21.5,47.3,10.6,18.8,15.6,6.2,1.0,11.4,271
2080,27.8,66.9,12.1,14.6,25.5,4.5,1.06,13.9,442
2081,23.6,73.0,10.5,13.8,17.1,6.3,1.03,10.4,571
2083,21.2,75.1,25.1,31.7,26.0,10.3,1.48,6.9,666
2084,28.4,76.2,16.8,28.7,30.0,8.2,1.64,5.7,644
2085,31.7,51.8,30.9,45.9,21.7,7.4,1.08,6.9,460
2086,28.4,62.8,24.6,35.1,23.5,12.3,1.53,5.4,543
2087,27.7,58.8,39.1,50.7,33.0,9.8,1.43,7.9,408
2088,24.7,78.7,0.1,6.4,13.0,4.7,0.97,10.8,193
2090,27.5,83.2,6.7,16.6,24.2,10.1,1.63,9.3,566
2091,24.2,75.7,29.5,34.0,17.0,5.9,1.06,10.3,483
2093,24.7,69.8,5.7,8.5,26.4,2.9,1.15,12.4,443
2094,26.8,64.3,10.7,15.9,26.5,3.8,1.3,12.8,451
2095,27.3,72.1,20.4,25.9,24.7,2.8,0.83,10.7,238
2096,23.1,45.4,4.6,14.4,20.0,7.8,1.09,10.4,310
2097,25.2,77.3,2.2,4.3,12.2,1.8,0.87,10.2,547
2098,19.1,50.6,4.8,18.4,33.6,5.9,1.98,6.6,648
2099,27.9,41.1,24.9,29.8,23.5,6.1,1.08,10.8,294
2100,23.8,68.8,21.8,29.6,14.6,5.3,0.89,10.9,583
2101,29.0,42.8,2.0,2.3,20.5,5.9,1.03,10.1,428
2102,24.2,46.4,2.2,7.6,20.9,3.6,1.04,10.9,365
2105,32.2,59.9,29.3,38.6,32.9,18.3,2.14,6.0,563
2107,40.4,59.6,5.1,17.0,30.5,11.7,1.35,8.9,673
2108,24.0,60.3,1.5,8.1,22.2,6.0,1.14,11.1,301
2109,21.8,88.6,1.7,13.9,29.4,10.8,1.66,6.2,541
2110,24.4,57.1,1.6,5.3,16.7,7.9,1.02,16.4,228
2111,24.9,79.2,5.5,12.2,21.3,4.6,1.0,11.9,225
2112,25.6,68.2,8.0,21.8,27.9,9.9,1.6,5.2,579
2113,28.7,93.1,24.5,32.8,20.5,7.7,1.46,5.5,300
2115,22.1,83.0,0.7,9.3,32.5,11.4,1.6,6.3,512
2117,22.4,58.6,8.1,12.7,12.4,4.0,1.1,10.2,591
2118,35.0,60.9,3.3,8.2,27.0,15.3,1.41,7.0,684
2119,35.5,100.3,3.2,22.2,38.7,16.2,1.74,7.9,717
2120,32.6,54.3,5.7,19.6,25.9,11.8,1.35,7.0,649
2121,27.9,39.7,2.3,8.1,22.2,6.3,1.0,10.2,430
2122,26.5,78.8,0.1,14.2,38.2,3.5,1.14,7.9,589
2124,27.7,66.3,12.1,16.9,23.3,6.2,1.06,10.7,287
2125,26.7,42.5,1.4,4.7,21.1,5.6,1.07,10.2,484
2127,20.7,59.2,8.8,14.1,23.1,1.9,0.99,10.7,346
2128,25.1,57.2,11.5,16.7,13.4,3.6,0.88,10.8,548
2129,27.6,52.8,39.5,54.9,28.7,7.3,1.37,5.5,382
2130,31.1,59.2,31.2,46.1,32.8,10.5,1.48,6.5,450
2132,44.0,70.6,23.0,42.3,35.2,17.2,1.79,3.5,726
2134,22.2,65.9,7.9,13.5,14.3,5.0,0.89,11.0,390
2135,36.4,77.4,39.3,62.4,25.9,10.8,2.37,4.8,774
2136,26.2,54.4,21.0,22.0,26.8,6.1,0.88,10.4,377
2137,33.3,59.8,53.4,57.2,34.9,14.6,1.81,15.8,629
2138,32.6,67.2,45.4,61.4,27.4,5.2,1.43,7.2,470
2139,22.5,43.3,3.3,8.3,26.3,5.6,0.97,10.4,434
2140,24.4,59.2,1.2,9.1,20.1,7.2,0.89,12.2,600
2141,20.6,80.8,14.4,21.1,22.5,5.0,0.96,12.0,584
2142,25.7,78.9,47.3,61.1,32.0,8.7,1.23,7.4,530
2143,30.9,51.6,0.6,5.3,20.0,6.9,1.02,13.0,484
2144,25.2,51.0,2.5,6.8,22.8,7.1,1.17,12.8,500
2145,36.5,68.3,4.4,19.3,32.0,14.8,2.18,8.2,771
2146,24.6,76.5,13.9,21.6,20.0,5.9,1.11,10.8,414
2147,27.6,78.7,4.8,8.5,24.4,5.1,1.0,10.9,513
2148,29.8,91.3,3.6,10.8,34.6,14.0,1.09,7.0,649
2149,24.4,44.8,7.4,8.4,24.9,4.9,1.02,10.0,541
2152,42.1,83.5,14.7,36.2,42.8,0.1,2.31,3.4,797
2153,35.5,97.4,12.8,37.3,24.7,13.0,1.75,12.4,513
